"Country","Age Group","Gender","Location","Ebola measure","Case definition","Ebola data source","Epi week","Indicator type","Data package ID","Data as of","Display Value","Numeric","Low","High","Comments"
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","29 September to 05 October 2014","New","Data package 2015-02-18","","42","42.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","29 September to 05 October 2014","New","Data package 2015-02-18","","53","53.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","06 to 12 October 2014","New","Data package 2015-02-18","","80","80.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","06 to 12 October 2014","New","Data package 2015-02-18","","55","55.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","13 to 19 October 2014","New","Data package 2015-02-18","","62","62.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","13 to 19 October 2014","New","Data package 2015-02-18","","46","46.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","20 to 26 October 2014","New","Data package 2015-02-18","","60","60.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","20 to 26 October 2014","New","Data package 2015-02-18","","53","53.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","27 October to 02 November 2014","New","Data package 2015-02-18","","63","63.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","27 October to 02 November 2014","New","Data package 2015-02-18","","64","64.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","03 to 09 November 2014","New","Data package 2015-02-18","","75","75.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","03 to 09 November 2014","New","Data package 2015-02-18","","56","56.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","10 to 16 November 2014","New","Data package 2015-02-18","","89","89.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","10 to 16 November 2014","New","Data package 2015-02-18","","95","95.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","17 to 23 November 2014","New","Data package 2015-02-18","","76","76.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","17 to 23 November 2014","New","Data package 2015-02-18","","72","72.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","24 to 30 November 2014","New","Data package 2015-02-18","","88","88.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","24 to 30 November 2014","New","Data package 2015-02-18","","94","94.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","01 to 07 December 2014","New","Data package 2015-02-18","","54","54.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","01 to 07 December 2014","New","Data package 2015-02-18","","76","76.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","08 to 14 December 2014","New","Data package 2015-02-18","","78","78.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","08 to 14 December 2014","New","Data package 2015-02-18","","56","56.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","15 to 21 December 2014","New","Data package 2015-02-18","","76","76.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","15 to 21 December 2014","New","Data package 2015-02-18","","92","92.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","22 to 28 December 2014","New","Data package 2015-02-18","","54","54.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","22 to 28 December 2014","New","Data package 2015-02-18","","69","69.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","29 December 2014 to 04 January 2015","New","Data package 2015-02-18","","53","53.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","29 December 2014 to 04 January 2015","New","Data package 2015-02-18","","41","41.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","05 to 11 January 2015","New","Data package 2015-02-18","","36","36.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","05 to 11 January 2015","New","Data package 2015-02-18","","41","41.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","12 to 18 January 2015","New","Data package 2015-02-18","","31","31.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","12 to 18 January 2015","New","Data package 2015-02-18","","31","31.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","19 to 25 January 2015","New","Data package 2015-02-18","","12","12.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","19 to 25 January 2015","New","Data package 2015-02-18","","6","6.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","26 January to 01 February 2015","New","Data package 2015-02-18","","26","26.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","26 January to 01 February 2015","New","Data package 2015-02-18","","36","36.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","02 to 08 February 2015","New","Data package 2015-02-18","","28","28.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","02 to 08 February 2015","New","Data package 2015-02-18","","28","28.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","09 to 15 February 2015","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Situation report","09 to 15 February 2015","New","Data package 2015-02-18","","11","11.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","30 December 2013 to 05 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","30 December 2013 to 05 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","06 to 12 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","06 to 12 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","13 to 19 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","13 to 19 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","20 to 26 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","20 to 26 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","27 January to 02 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","27 January to 02 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","03 to 09 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","03 to 09 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","10 to 16 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","10 to 16 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","17 to 23 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","17 to 23 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","24 February to 02 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","24 February to 02 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","03 to 09 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","03 to 09 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","10 to 16 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","10 to 16 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","17 to 23 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","17 to 23 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","24 to 30 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","24 to 30 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","31 March to 06 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","31 March to 06 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","07 to 13 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","07 to 13 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","14 to 20 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","14 to 20 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","21 to 27 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","21 to 27 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","28 April to 04 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","28 April to 04 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","05 to 11 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","05 to 11 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","12 to 18 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","12 to 18 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","19 to 25 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","19 to 25 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","26 May to 01 June 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","26 May to 01 June 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","02 to 08 June 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","02 to 08 June 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","09 to 15 June 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","09 to 15 June 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","16 to 22 June 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","16 to 22 June 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","23 to 29 June 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","23 to 29 June 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","30 June to 06 July 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","30 June to 06 July 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","07 to 13 July 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","07 to 13 July 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","14 to 20 July 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","14 to 20 July 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","21 to 27 July 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","21 to 27 July 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","28 July to 03 August 2014","New","Data package 2015-02-18","","2","2.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","28 July to 03 August 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","04 to 10 August 2014","New","Data package 2015-02-18","","1","1.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","04 to 10 August 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","11 to 17 August 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","11 to 17 August 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","18 to 24 August 2014","New","Data package 2015-02-18","","4","4.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","18 to 24 August 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","25 to 31 August 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","25 to 31 August 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","01 to 07 September 2014","New","Data package 2015-02-18","","3","3.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","01 to 07 September 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","08 to 14 September 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","08 to 14 September 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","15 to 21 September 2014","New","Data package 2015-02-18","","3","3.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","15 to 21 September 2014","New","Data package 2015-02-18","","3","3.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","22 to 28 September 2014","New","Data package 2015-02-18","","6","6.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","22 to 28 September 2014","New","Data package 2015-02-18","","6","6.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","29 September to 05 October 2014","New","Data package 2015-02-18","","3","3.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","29 September to 05 October 2014","New","Data package 2015-02-18","","5","5.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","06 to 12 October 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","06 to 12 October 2014","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","13 to 19 October 2014","New","Data package 2015-02-18","","1","1.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","13 to 19 October 2014","New","Data package 2015-02-18","","1","1.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","20 to 26 October 2014","New","Data package 2015-02-18","","1","1.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","20 to 26 October 2014","New","Data package 2015-02-18","","1","1.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","27 October to 02 November 2014","New","Data package 2015-02-18","","1","1.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","27 October to 02 November 2014","New","Data package 2015-02-18","","2","2.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","03 to 09 November 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","03 to 09 November 2014","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","10 to 16 November 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","10 to 16 November 2014","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","17 to 23 November 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","17 to 23 November 2014","New","Data package 2015-02-18","","2","2.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","24 to 30 November 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","24 to 30 November 2014","New","Data package 2015-02-18","","1","1.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","01 to 07 December 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","01 to 07 December 2014","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","08 to 14 December 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","08 to 14 December 2014","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","15 to 21 December 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","15 to 21 December 2014","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","22 to 28 December 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","22 to 28 December 2014","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","29 December 2014 to 04 January 2015","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","29 December 2014 to 04 January 2015","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","05 to 11 January 2015","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","05 to 11 January 2015","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","12 to 18 January 2015","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","12 to 18 January 2015","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","19 to 25 January 2015","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","19 to 25 January 2015","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","26 January to 01 February 2015","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","26 January to 01 February 2015","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","02 to 08 February 2015","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","02 to 08 February 2015","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","09 to 15 February 2015","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","09 to 15 February 2015","New","Data package 2015-02-18","","0","0.00000","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","30 December 2013 to 05 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","30 December 2013 to 05 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","06 to 12 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","06 to 12 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","13 to 19 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","13 to 19 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","20 to 26 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","20 to 26 January 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","27 January to 02 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","27 January to 02 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","03 to 09 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","03 to 09 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","10 to 16 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","10 to 16 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","17 to 23 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","17 to 23 February 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","24 February to 02 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","24 February to 02 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","03 to 09 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","03 to 09 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","10 to 16 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","10 to 16 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","17 to 23 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","17 to 23 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","24 to 30 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","24 to 30 March 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","31 March to 06 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","31 March to 06 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","07 to 13 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","07 to 13 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","14 to 20 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","14 to 20 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","21 to 27 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","21 to 27 April 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","28 April to 04 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","28 April to 04 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","05 to 11 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","05 to 11 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","12 to 18 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","12 to 18 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","19 to 25 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","19 to 25 May 2014","New","Data package 2015-02-18","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","26 May to 01 June 2014","New","Data package 2015-02-18","","","","","",""
